source_table	record_type	target_gene	n_cells	reason	status	estimand	dataset	specification_id	minimum_cells	minimum_guides	on_target_rule	transfer_definition	model_family	covariate_set	cross_validation_seed	module_resolution	tail_cutoff	result_family	analysis	locus	eligible_strata	branch	denominator	subset	scope	metric	estimate	pairs	snps	mediators	trans_genes	source_chromosomes	bootstrap_ci_low	bootstrap_ci_high	bootstrap_finite_replicates	null_median	null_denominator_min	null_denominator_median	null_denominator_max	null_finite_replicates	permutation_p_upper	bh_family_slots	bh_available_slots	permutation_q_fixed_16	available	unavailable_reason	hypothesis	question	eligible_datasets	outcome_pairs_analyzed	effect_size	ci_low	ci_high	p_value	q_value	decision	hypothesis_id	complete_denominator	test_status	screened_candidates	metadata_advances	outcome_opened_confirmations	eligible_branch_datasets	required_branch_datasets	blocked_object_bytes	source_paths	rows	expected_direction	negative_control	standard_error	clusters	bootstrap_method	bootstrap_replicates	effect_measure	secondary_delta_auroc	direction_expected	supported
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	distal_gene_count_residual		observability		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	distal_gene_count_residual		observability		50.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	distal_gene_count_residual		reproducibility		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	distal_gene_count_residual		reproducibility		50.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	distal_gene_count_residual		no_state		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	distal_gene_count_residual		no_state		50.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	distal_gene_count_residual		minimal		15.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	distal_gene_count_residual		minimal		50.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	distal_gene_count_residual		observability		15.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	distal_gene_count_residual		observability		50.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	distal_gene_count_residual		reproducibility		15.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	distal_gene_count_residual		reproducibility		50.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	distal_gene_count_residual		no_state		15.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	distal_gene_count_residual		no_state		50.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		minimal		15.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		minimal		50.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		observability		15.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		observability		50.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		reproducibility		15.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		reproducibility		50.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		no_state		15.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		no_state		50.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		minimal		15.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		minimal		50.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		observability		15.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		observability		50.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		reproducibility		15.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		reproducibility		50.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		no_state		15.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		no_state		50.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		minimal		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		minimal		50.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		observability		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		observability		50.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		reproducibility		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		reproducibility		50.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		no_state		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		no_state		50.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		minimal		15.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		minimal		50.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		observability		15.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		observability		50.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		reproducibility		15.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		reproducibility		50.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		no_state		15.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	debiased_response_l2_gain		no_state		50.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		minimal		15.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		minimal		50.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		observability		15.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		observability		50.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		reproducibility		15.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		reproducibility		50.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		no_state		15.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		no_state		50.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		minimal		15.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		minimal		50.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		observability		15.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		observability		50.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		reproducibility		15.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		reproducibility		50.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		no_state		15.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		no_state		50.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		minimal		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		minimal		50.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		observability		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		observability		50.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		reproducibility		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		reproducibility		50.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		no_state		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		no_state		50.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		minimal		15.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		minimal		50.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		observability		15.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		observability		50.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		reproducibility		15.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		reproducibility		50.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		no_state		15.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant	significant_response_l1_gain		no_state		50.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		minimal		15.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		minimal		50.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		observability		15.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		observability		50.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		reproducibility		15.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		reproducibility		50.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		no_state		15.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		no_state		50.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		minimal		15.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		minimal		50.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		observability		15.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		observability		50.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		reproducibility		15.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		reproducibility		50.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		no_state		15.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		no_state		50.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		minimal		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		minimal		50.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		observability		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		observability		50.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		reproducibility		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		reproducibility		50.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		no_state		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		no_state		50.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		minimal		15.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		minimal		50.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		observability		15.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		observability		50.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		reproducibility		15.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		reproducibility		50.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		no_state		15.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual		no_state		50.0	0.2	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		minimal		15.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		minimal		50.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		observability		15.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		observability		50.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		reproducibility		15.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		reproducibility		50.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		no_state		15.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		no_state		50.0	0.05	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		minimal		15.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		minimal		50.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		observability		15.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		observability		50.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		reproducibility		15.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		reproducibility		50.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		no_state		15.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		no_state		50.0	0.1	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		minimal		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		minimal		50.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		observability		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		observability		50.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		reproducibility		15.0	0.15	disease_convergence																																																											
analyses/multiverse/results/validation_unavailable.csv	validation_specification			disease labels are tied to the source study cluster resolution	unavailable				200.0	2.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain		reproducibility		50.0	0.15	disease_convergence																																																											
